Épocas,Clase,DSC,MAE_Imagen,MAE_Seg,Magnitud_Deform
50,11,0.595985924670827,0.018054258,1.2972178460743802,0.6730501
50,12,0.5987770983878983,0.018054258,1.2972178460743802,0.6730501
50,13,0.6046289045503329,0.018054258,1.2972178460743802,0.6730501
50,14,0.6865571290495918,0.018054258,1.2972178460743802,0.6730501
50,15,0.5407815368471538,0.018054258,1.2972178460743802,0.6730501
50,16,0.4832315641141538,0.018054258,1.2972178460743802,0.6730501
50,17,0.46993635034081,0.018054258,1.2972178460743802,0.6730501
50,18,0.4779179107802313,0.018054258,1.2972178460743802,0.6730501
50,19,0.4365441450746216,0.018054258,1.2972178460743802,0.6730501
50,20,0.4544081148158913,0.018054258,1.2972178460743802,0.6730501
50,21,0.27019041365703367,0.018054258,1.2972178460743802,0.6730501
50,22,0.4175509979653502,0.018054258,1.2972178460743802,0.6730501
50,23,0.5405011655009686,0.018054258,1.2972178460743802,0.6730501
50,24,0.5433752538385609,0.018054258,1.2972178460743802,0.6730501
50,25,0.47513129440828994,0.018054258,1.2972178460743802,0.6730501
50,26,0.41255554289608853,0.018054258,1.2972178460743802,0.6730501
50,27,0.48074596476718684,0.018054258,1.2972178460743802,0.6730501
50,28,0.4623794543859362,0.018054258,1.2972178460743802,0.6730501
50,29,0.5772987259698575,0.018054258,1.2972178460743802,0.6730501
50,30,0.44171224732450853,0.018054258,1.2972178460743802,0.6730501
50,31,0.40661116948177217,0.018054258,1.2972178460743802,0.6730501
50,32,0.3208191126278686,0.018054258,1.2972178460743802,0.6730501
100,1,0.5730611658160403,0.014484866,1.306449025051653,0.78255624
100,2,0.5337466535154626,0.014484866,1.306449025051653,0.78255624
100,3,0.5072522705704635,0.014484866,1.306449025051653,0.78255624
100,4,0.5384356197349995,0.014484866,1.306449025051653,0.78255624
100,5,0.6648545800484745,0.014484866,1.306449025051653,0.78255624
100,6,0.6127175945902656,0.014484866,1.306449025051653,0.78255624
100,7,0.45825543162887095,0.014484866,1.306449025051653,0.78255624
100,8,0.6039580908029081,0.014484866,1.306449025051653,0.78255624
100,9,0.5036930129890043,0.014484866,1.306449025051653,0.78255624
100,10,0.45675171126300473,0.014484866,1.306449025051653,0.78255624
100,11,0.596065563425737,0.014484866,1.306449025051653,0.78255624
100,12,0.6095391059252351,0.014484866,1.306449025051653,0.78255624
100,13,0.6110251117988429,0.014484866,1.306449025051653,0.78255624
100,14,0.6955574182729691,0.014484866,1.306449025051653,0.78255624
100,15,0.5185934733109717,0.014484866,1.306449025051653,0.78255624
100,16,0.49274558728352946,0.014484866,1.306449025051653,0.78255624
100,17,0.4756618451188586,0.014484866,1.306449025051653,0.78255624
100,18,0.47852289912636203,0.014484866,1.306449025051653,0.78255624
100,19,0.441997729852315,0.014484866,1.306449025051653,0.78255624
100,20,0.4590788379515387,0.014484866,1.306449025051653,0.78255624
100,21,0.28321649484512723,0.014484866,1.306449025051653,0.78255624
100,22,0.4093560814527191,0.014484866,1.306449025051653,0.78255624
100,23,0.5314329345887607,0.014484866,1.306449025051653,0.78255624
100,24,0.5421843397859931,0.014484866,1.306449025051653,0.78255624
100,25,0.46996357056109195,0.014484866,1.306449025051653,0.78255624
100,26,0.41166815446182753,0.014484866,1.306449025051653,0.78255624
100,27,0.4788416737930233,0.014484866,1.306449025051653,0.78255624
100,28,0.4603299692400386,0.014484866,1.306449025051653,0.78255624
100,29,0.5669966996698501,0.014484866,1.306449025051653,0.78255624
100,30,0.4494744218639455,0.014484866,1.306449025051653,0.78255624
100,31,0.39286866731187764,0.014484866,1.306449025051653,0.78255624
100,32,0.3059345535217948,0.014484866,1.306449025051653,0.78255624
