Épocas,Clase,DSC,MAE_Imagen,MAE_Seg,Magnitud_Deform
1,1,0.44056421561924414,0.037397172,1.4655717329545455,0.5395602
1,2,0.3807655988958414,0.037397172,1.4655717329545455,0.5395602
1,3,0.4299930771891528,0.037397172,1.4655717329545455,0.5395602
1,4,0.4844588344123568,0.037397172,1.4655717329545455,0.5395602
1,5,0.5532600322147536,0.037397172,1.4655717329545455,0.5395602
1,6,0.5901245048099957,0.037397172,1.4655717329545455,0.5395602
1,7,0.4191332583986392,0.037397172,1.4655717329545455,0.5395602
1,8,0.5378593199064496,0.037397172,1.4655717329545455,0.5395602
1,9,0.4659844453538821,0.037397172,1.4655717329545455,0.5395602
1,10,0.37822723459764274,0.037397172,1.4655717329545455,0.5395602
1,11,0.5064683358806696,0.037397172,1.4655717329545455,0.5395602
1,12,0.5311043535397486,0.037397172,1.4655717329545455,0.5395602
1,13,0.5734068470314256,0.037397172,1.4655717329545455,0.5395602
1,14,0.5888645330992596,0.037397172,1.4655717329545455,0.5395602
1,15,0.48475478828438995,0.037397172,1.4655717329545455,0.5395602
1,16,0.45157593123166034,0.037397172,1.4655717329545455,0.5395602
1,17,0.4462380628919874,0.037397172,1.4655717329545455,0.5395602
1,18,0.4612233995190853,0.037397172,1.4655717329545455,0.5395602
1,19,0.42090135663358796,0.037397172,1.4655717329545455,0.5395602
1,20,0.4506179473400187,0.037397172,1.4655717329545455,0.5395602
1,21,0.2532299741599886,0.037397172,1.4655717329545455,0.5395602
1,22,0.4205953897831457,0.037397172,1.4655717329545455,0.5395602
1,23,0.4845781958548572,0.037397172,1.4655717329545455,0.5395602
1,24,0.5387094514115678,0.037397172,1.4655717329545455,0.5395602
1,25,0.41643770158871907,0.037397172,1.4655717329545455,0.5395602
1,26,0.37125242800428704,0.037397172,1.4655717329545455,0.5395602
1,27,0.3790147933505021,0.037397172,1.4655717329545455,0.5395602
1,28,0.40314944152334536,0.037397172,1.4655717329545455,0.5395602
1,29,0.5105283066447043,0.037397172,1.4655717329545455,0.5395602
1,30,0.33602748029896545,0.037397172,1.4655717329545455,0.5395602
1,31,0.3379822073733196,0.037397172,1.4655717329545455,0.5395602
1,32,0.23755307556448443,0.037397172,1.4655717329545455,0.5395602
50,1,0.5758215039152259,0.018054258,1.2972178460743802,0.6730501
50,2,0.5280460806017656,0.018054258,1.2972178460743802,0.6730501
50,3,0.5145254420784399,0.018054258,1.2972178460743802,0.6730501
50,4,0.5544900562140136,0.018054258,1.2972178460743802,0.6730501
50,5,0.682661900178274,0.018054258,1.2972178460743802,0.6730501
50,6,0.6091904350326929,0.018054258,1.2972178460743802,0.6730501
50,7,0.46438494569306366,0.018054258,1.2972178460743802,0.6730501
50,8,0.6126980455645815,0.018054258,1.2972178460743802,0.6730501
50,9,0.5182138660397355,0.018054258,1.2972178460743802,0.6730501
50,10,0.472196812863862,0.018054258,1.2972178460743802,0.6730501
