Épocas,DSC_mean_labels,DSC_std,DSC_global,MAE_Imagen,MAE_Seg,Magnitud_Deform
1,0.4524329027193267,0.0875394255711527,0.5772125606672074,0.03698562,1.4287637202995869,0.656213
50,0.5041222724496673,0.09249265302471385,0.6294610823317756,0.01562642,1.3090829997417357,0.7538704
100,0.5056258625211107,0.09239607109003631,0.6311589379414271,0.013599641,1.3043256069214877,0.9473624
