Épocas,MAE Imagen,MAE Segmentación,DSC Global,Magnitud Deformación Media
1,0.03698562,1.4287637202995869,0.5772125606672074,0.656213
50,0.01562642,1.3090829997417355,0.6294610823317756,0.7538704
100,0.013599641,1.3043256069214877,0.6311589379414271,0.9473624
